created_at,favourites_count,followers_count,friends_count,geo_enabled,id,lang,location,profile_background_color,status_created_at,status_favorited,status_hashtags,status_id,status_lang,status_retweet_count,status_retweeted,status_text,statuses_count,time_zone,utc_offset
Sun Aug 14 01:20:38 +0000 2011,2440,319,551,True,354620062,en,NA,131516,Sun Jul 12 02:28:29 +0000 2015,False,"[u'bestthingtowakeupto', u'happyhokie']",620057110454366208,en,0,False,Woke up from a nap today to find a new orange effect shirt sitting outside my door #bestthingtowakeupto #happyhokie,19971,Quito,-18000
Thu Aug 18 03:44:07 +0000 2011,1732,170,283,False,357281598,en,NA,C0DEED,Wed Jul 08 20:11:05 +0000 2015,False,NA,618874968047271937,en,2,False,"RT @csctfl: Teens experience a range of stresses and pressures online, but they are unlikely to ask adults for help, Harvard... http://t.co…",2601,NA,NA
Mon Apr 27 12:42:42 +0000 2009,2249,429,683,True,35731560,en,"Buffalo, NY",1C1C1C,Sun Jul 12 13:57:09 +0000 2015,False,[u'Periscope'],620230418521063424,en,0,False,LIVE on #Periscope: Having coffee with Boomer https://t.co/o2KSoZzqoR,3007,Eastern Time (US & Canada),-14400
Tue Aug 30 14:57:07 +0000 2011,30,360,81,True,364904018,en,"Bobcaygeon, Ontario, Canada",C0DEED,Wed Jul 01 15:45:05 +0000 2015,False,[u'CANADA'],616271311753580544,en,0,False,Happy #CANADA DAY 2015! http://t.co/Wcow1NW2EP,1391,Central Time (US & Canada),-18000
Thu Sep 08 01:00:36 +0000 2011,114,69,157,True,369829976,en,Ottawa,C0DEED,Sun Jul 12 18:13:41 +0000 2015,False,"[u'summerfun', u'childhoodmemories']",620294975687913473,en,0,False,Had a banana popsicle today and it was awesome #summerfun #childhoodmemories,5464,Eastern Time (US & Canada),-14400
Thu Sep 22 02:32:22 +0000 2011,246,170,382,True,377767508,en,"Mountain View, CA",000000,Wed Jul 08 17:27:49 +0000 2015,False,NA,618833883979603968,fr,0,False,"@J_ @1petitemousse c'est vrai, on peut visiter ? Je le mets au programme de mon prochain voyage.",978,Pacific Time (US & Canada),-25200
Wed Oct 12 02:55:58 +0000 2011,3,275,231,True,389244761,en,the steel city,1A1B1F,Thu Jun 25 18:58:51 +0000 2015,False,NA,614145748201025537,en,0,False,it's cute when boys say 'makeup' when they really just mean 'lipstick',2487,Quito,-18000
Mon May 11 07:44:18 +0000 2009,8,118,98,False,39212789,en,Bombay,000000,Fri Jul 10 19:08:56 +0000 2015,False,NA,619584102593769472,en,0,False,"Still cant believe Barca won the league with Pique &amp; Masch at the back. Clearly a case of the boobs being so awesome, the ass doesn't matter",358,New Delhi,19800
Sun May 17 12:55:16 +0000 2009,201,137,540,True,40654479,en,"Swansea, Wales",1A1B1F,Sun Jul 12 08:24:54 +0000 2015,False,NA,620146803254685696,en,0,False,@dreamteamfc Balls!! Cheers for that tho 👍🏼.,4601,London,3600
Tue Nov 08 02:39:30 +0000 2011,12871,935,662,True,407439209,en,SHOW YOU LOVE,C0DEED,Sun Jul 12 04:22:15 +0000 2015,False,NA,620085740538605568,en,0,False,"Same Mask, Different Sunday",21931,NA,NA
